Agha Khan Comments,Agha Khan Ratings,Agha Khan Sentiment,Coptic Comments,Coptic Ratings,Coptic sentiment,Kenyatta Comments,Kenyatta Rating,Kenyatta sentiment,Kenyatta University Comments,Kenyatta University Ratings,Kenyatta sentiment,Mama Lucy Comments,Mama Lucy Ratings,Mama Lucy sentiment,Mbagathi Comments,Mbagathi Ratings,Mbagathi sentiment,Mshah Comments,Mshah Ratings,Mshah sentiment,Nairobi Hospital Comments,Nairobi Hospital Rating,Nairobi sentiment,Nairobi West Comments,Nairobi West Ratings,Nairobi West sentiment,Pumwani Comments,Pumwani Ratings,Pumwani sentiment,,REVIEW,SENTIMENT,RATING
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The best hospital with friendly services and competent staff who have a passion to serve humanity.,positive,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"After a horse riding accident the MP Shah were extremely professional, however they sadly failed to send through my X Ray reports which I have asked for.",negative,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thank God for the disciplined and cultured staff who were always at hand to assist whenever there was need. Doctors clearly explained the need for every procedure and also the results with attendant explanations. Felt much better at departure than when I arrived.,positive,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Neonatal ward from NICU,NHDU, SCABU to the ward were amazing. Professionalism, care, patience, accountability, friendliness amongst others is what this team is .They deserve even more than compliment. What this team are doing is really �",positive,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,You staff from the casher 1 to the nurse was just the best ever encountered and efficient with precision...God bless you,positive,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Swift pediatric services, very friendly and professional team. Asante",positive,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The doctors and nurses are so friendly, proffesional and prompt. Been given the best support and encouragement from maternity 4th floor and NICU medics. God bless you abundantly. Dr. Osoti, Dr. Maugo, Dr. Wairimu, Martin, Felix",positive,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Good customer experience!!This is a hub of professionals who are passionate with what they do!!I like the service!,positive,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A very patient and friendly dentist. Satisfied with the  services. Thank you.,positive,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lovely experience at MP Shah! Friendly staff and no waiting time.,positive,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I had a good experience at the hospital. I would specifically mention the nursing care ?? �,positive,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Great support from the staff at the wellness clinic.,positive,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Excellent service, friendly staff from Reception, cashier and doctor",positive,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Great prompt service at outpatient, from triage to ultrasound and lab. Keep up the good work.",positive,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,This feedback form should not force you to disclose phone number and email. It should be optional. �,negative,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The hospital has given our Dad good service...care and attention.
Thank you",positive,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Zero waiting time from billing to triage...Then, Dr.Lisa took me through a most pleasant experience in patient care. From there, the lab and pharmacy phases were as pleasant.
Keep it up and on.",positive,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wellness clinic,Very efficient with top customer care service Follow ups on appointments Well deep explanation of results Keep it up.",positive,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Really suffered in pain as I waited for my insurance approval. The nurse that got me from the house kept lying to me about when the doctor would see me.
Other than that I love everything else.",negative,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Warm reception and better services,in short Hospitality was better n good",positive,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Thank you! Well done, Keep it up, we we were attended and satisfied by the services",positive,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Thank you to the whole maternity, obstetrician, diabetic and support staff. YOU ARE TRULY REMARKABLE",positive,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Excellent service at the pediatric wing in the main mp shah once you pick the ticket before you barely sit you are called to triage and you settle down the cashier is ready for you.The doctor also takes time with you and the pharmacist is �,positive,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3rd Floor Children Ward staff were very good to us.Nurse Carol,Grace and Beverly were very helpful and kind. The kitchen staff as well.Linda was awesome.A big thanks to Dr Varsha,Dr Neeraj,Dr Neba and Dr Joyce.They were very clear at every �",positive,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The excellent care I received today made me realise why I choose MP shah as my health care facility. The doctor Dr. Mohammed Twalib at the triage clinic was amazing kind and took time to examine and recommend the best care . Equally Nurse �,positive,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,It was my first time to be attended and l liked the hospitality and the good relationships between the patients and the staff.,positive,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Am grateful to the whole team on how promptly they acted when we explained that it was an emergency. Special thanks to nurse Susan.,positive,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"I really loved the services there
I had a private doctors but nurses treated me the best I can say
Irene,Sheila were the best �",positive,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kudos, the services at your Village Market clinic are excellent.",positive,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I was admitted in Karania Wing for 5 days and I thank God for the amazing nurses and CNAs that were always there to help and support me throughout my treatment and after surgery recovery journey.,positive,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Waiting time is ridiculous. You can't  keep patients Waiting for close to 4 hours before seeing the doctor;  Everyone who is here has an Urgent case and should be treated like emergency. Exactly why we came! �,negative,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The staff are so loving and welcoming.Murithi has a servant heart to what he does.Loise made our check out so smoothly compared to the three pregnancies we have had at mpshah.Dr.Njoroge is more than a doctor in discharging his duties.The �,positive,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Great services. The staff at wellness clinic are friendly and kind.,positive,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wellness clinic- very supportive staff and quick process flow,positive,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Thank  you for your good and exceptional services , your nurses and Doctors are superb, i really admire them soo much. The nurses in pediatric ICU looks after babies  as their own. I really admired the services, my baby was under Aska , �",positive,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MP Shah Village Market has absolutely amazing service. Modern facilities, friendly staff and processes that work. I�m absolutely impressed.",positive,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"I had an emergency admission at Maternity ward, I was touched by the manner in which the Nurse by the name Peter and a lady  whose name I cant recall and the doctor on call handled me on the night of 8th and on 9th February, 2023. Very �",negative,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Everything was good, but the Dentist giving me a filling didn't restore it very well, he made one front incisor longer than the other :(",negative,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Worst experience ever: Took my ill daughter to the pediatric unit, client service was non existent, was asked to do a number of lab tests, a follow up call to interpret the results and diagnose the baby was in order. The results came back �",negative,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Very friendly and helpful staff. I was at the  and all staff were very friendly. Saitoti,the cashier lady I haven't gotten her name yet, and nurse Irene Masik, she's so he helpful and encouraging",positive,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The first time I visited MP Shah hospital, I met a calm doctor who was so welcoming, and through her service delivery, I felt so comfortable that am gonna be okay. I once was admitted under gastroenterologist, Dr. Mohammed Jivanjee who took �",positive,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I'm always satisfied with your services And I know I will get well soon.Thank you ??,positive,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WELLNESS CENTRE AT M.P SHAH HOSPITAL GOT GOOD EXECUTIVE AMBIENCE,positive,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The staff are all warm and kind. I appreciated all the help I got during my stay. Please keep it up.,positive,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The staff members are nice they take time to listen to your problem and give you the correct solution.,positive,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"My experience with MP Shah was great.From the triage to the pharmacy I had no complaints.The doctors are kind and empathetic.I recommend MP Shah Hospital to my family,friends and the Google family.
God bless MP Shah Fraternity.",positive,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,It's a good hospital a good place where you can park and get treatement,positive,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Annoyed and feel racially discriminated by the staff who tend to serve the Indian community before africans and no one says anything about it ...,negative,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Enjoyed my stay there,excellent services from all the staff i interacted with.
Special recognition to nurse Muriithi he is exceptional at what he does.",positive,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maternity services are the absolute best. I would recommend,positive,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Friendly and caring staff at the faraja cancer centre. Lovely nurse Irene. She is very professional and she reduces my anxiety...she is ever smiling and positive. Thanks,positive,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The staff is exceptionally friendly and very caring.,positive,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Great service, awesome staff.",positive,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Worst experience ever, nonprofessonal.
I took my ill daughter to the pediatric unit, for severe emmergency service but the consulting doctor was inefficient and couldn't help in such emergency cases. �",negative,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,My experience with the hospital has been good and i love the way they treat their patients with great love and affection,positive,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The ladies at the billing station are incredibly rude and unprofessional.

The nurse station nurses and doctor Eve/Eva were so lovely and took great care of my baby girl.",negative,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wellness clinic was nice and everyone friendly and professional.,positive,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"I love that I can access most service within one space.

The staff are exceptionally kind.",positive,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The services are excellent. The courtesy of the staff members is excellent. The cashiers need to Improve on the speed with which they serve customers,positive,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Very welcoming atmosphere, with top class qualified and experienced doctors, staff who serves you with a smile. You will never regret to be at MP Shah Hospital.",positive,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dr Raj (gynocologist)the best doctor that i have ever met I love the way he goes step by step scans and all the tests before advicing on medications  his service is excellent.God bless him and the lab guys, the receptionists they have the �",positive,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Great services in the Wellness Clinic. Keep it up,positive,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Efficient staffing and friendly atmosphere makes one feel cured.,positive,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The service was perfect.
Thank you for quick service.",positive,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"I've had very positive experiences at M.P. Shah. Friendly and efficient engagement by the administrative staff, caring and empathetic handling at triage and doctor engagement that respects and empowers the patient. Reasonable (even short) �",positive,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,It's always great. The stuff are very friendly.,positive,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,It was awesome. Will choose the facility again and again.,positive,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Great improvements in every new visit. Keep it up,positive,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,You have the most experienced Doctors; hence you are assisted one time,positive,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"I have been at the baby clinic since my child was a new born and if it wasn't for Dr. Wachira's service I would never be back. The receptionist at the well baby clinic has a very bad attitude in handling clients. She doesn't offer help, �",negative,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Excellent service and very friendly staff,positive,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"M P Shah hospital built and as a act of kindness by MP Shah, we?l equipped with modern technology and friendly staff.",positive,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"My grandma 93 years old met this God sent gyna Dr. Sang. He took her through an operation and her recovery was great. I just love Mp Shah.
Secondly, I was admitted there last year with my baby who was 1.3yrs under the care of the very best paed Dr. Wachira. I received excellent treatment from the facility. Thanks ?? �",positive,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Very fast and efficient, on a Sunday morning, I thought I would be kept for hours like in other hospital claiming shift change, but yours was seamless. Keep up",positive,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Friendly and competent staff, good service.",positive,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"I had a successful surgical procedure yesterday. I have special thanks to Dr. Acharya, casualty nurse Jacob and Malek ward nurses Rose and Nancy for making my stay comfortable and safe.",positive,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Extremely bad services.
The registration section is confused.
Casualty is unconcerned.....I think pharmacy are the only people who know what �",negative,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2hr wait to get response from insurance company. 1 hr to wait for meds to be dispensed.  3hr wait for a doctor to see patient & same amount of time waiting for a wound to be cleaned & dressed.  Was actually even told by a doctor that until �,negative,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Great job. Paediatric department very swift services.?? �,positive,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Professional and friendly staff. Improve on waiting time, be time conscious.",positive,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Today the services were very fast,positive,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Parking is a challenge especially when one is sick and has driven himself,negative,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lots of improvement needed at the triage and cashiers all seem confused,negative,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wellness Clinic - the whole experience was awesome and staff were very accommodating and helpful,positive,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,It was really good and the doctors are very good,positive,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thankyou Doctors and Nurses for taking good care of me?? �,positive,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MP Shah is a hospital in its own class.
Very helpful nurses.
Special thanks to Nancy and Anne of Private Wing.",positive,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"M.P. Shah Hospital is a modern 217-bed facility which is home to highly skilled and experienced specialists and professional medical staff. For generations, we have been ranked among the best private hospitals in Kenya because of our �",positive,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Very poor service at well baby clinic. Cashier is very very slow,negative,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I am happy with your services,positive,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mp Shah Village Market doesnt feel like a hospital. Quite nice. The ambience is good and staff are effective n friendly.,positive,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Children's clinic pathetic service you wait for 2hrs for your Baby to be seen wouldn't recommend!,negative,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Am suggesting for a parking waiver for  patients who come for Dyalisis at mp Shah Hospital.,negative,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The services were excellent,The doctors,nurses and everyone is so passionate about their work..i would choose mp.shah countless times",positive,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The village market branch is ambient, short waiting time. I trust the doctors advice",positive,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Poor nursing care, crazy billing!Was admitted for wide excision of tumor. This wasn't done, they operated on an old wound far from tumor site, only came to know 7days after discharge from pathology report that tumor wasn't excised and I was �",negative,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Registration processes takes too long while at the doctor's office one takes less than 10 minutes.,negative,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"I have been receiving the best service from Dr Hussein Bagha,Ronald and the nurses in that 5th floor  and i thank each and every one for ensuring my blood pressure is back to normalcy be blessed all",positive,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I have received such patience and great support at the lab with a very fearful and not so cooperative child.@ MP Shah Village Market �,positive,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All staff members are very professional in their areas which is very reassuring for one seeking your services. ?? �,positive,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Waridi clinic will waste your money and time. Their services are slow.,negative,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Terribly slow service at the pediatric hospital. Good doctors but extremely slow process. We took over 2 hours to see the doctor. The admission process to getting the patient in the ward took over 2 hours too. There is absolutely no sense of urgency amongst the staff,negative,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Good service and caring staff,positive,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The team at the speciality clinics today  seemed really efficient.  Especially the nurse at triage 1. Everything moved very fast without delays.,positive,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Services are perfect, I like the professionalism of your stafff",positive,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dr. Karen Mbaabu was extremely pleasant and took me through my review well. Joyce the Nurse and Eve at Reception were equally pleasant and helpful.Thank you,positive,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wellness clinic the service was good, efficient and fast",positive,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pedestrian ??
Took my 6month old son for checkup as he was suffering with dry cough. Was satisfied with the Doctor treatment and the way she explained about the infection. �",negative,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Amazing staff...the nurses, support staff are ??
Dr. Njoroge and Dr. Ahmed, professions aside they've beautiful hearts.. �",positive,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Still waiting for my results from Saturday. Called by Customer care connected to Lab by a Lady call Jack, who started lecturing me that am alleging them, that they haven't given me results",negative,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Discharge process took over 6hrs.
Worse thing was some staff will 'jump' the que to assist ""their"" patients with little disregard to everyone else.",negative,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The quality of medical services and equipment is good, however the communication with the admin staff is a nightmare every single time. They do not give clear information on what to do which is why you will end up waiting for nothing lots of times.",negative,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paediatric staff in Basco ward were nice and friendly.,positive,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nice experience with doctor Wamaitha Gitau,positive,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reliable outpatient clinics. They deal with different insurance provider and offer good services,positive,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Today�s was so frustrating It took 3 hrs to start nebulization.being told �keti chini kwanza�
The pediatric pharmacy is on 1st floor and pediatric clinic on 7th.moving up and down with a sick baby is even more frustrating",negative,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Professional friendly quality servicd,positive,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Very Good hospital but pricey.,positive,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Why do patients have to wait for long hours at the scanning centre to see the doctor?,negative,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I hateeeee ittt results take long and why the ....are visiting hours 11 to 12 kwani they don't know people have jobs visiting hours should be over lunch hour itss so annoying  ?? ?? lunch hour is accessible for most people �,negative,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I love everything about MP Shah Hospital.God bless you.,positive,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wonderful experience. Keep it up,positive,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Excellent services and amazing care,positive,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Generally it's a good hospital. Dr Sang, Dr Nguru Dr Wachira, Nurse Muriithi made my experience wonderful last month when I delivered my second child.",positive,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"I was received well, registration process took slightly long . The professionals including nurses and Doctors are good.",positive,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Great service , friendly and helpful staff.",positive,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Great improvement from last time I was there. The service got better.,positive,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"best hospital  in kenya, excellent  services and dedicated colleagues at work",positive,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I'm a happy and satisfied client ...the staffs that served me treated me with alot of respect and dignity ..all thanks to my ENT surgeon consultant Dr.Marianne wamaitha gitau who made the tonsillectomy process a success ..nurses  sheillah �,positive,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Everyone is a friend with human heart . Cleaness is perfect. Rooms are spacious. Beds are classic,modern and comfortable.
Menu is high class, delious and nutrious.
Treatment is excellent with plenty ofm mme",positive,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nurses in the ward are slow and at night it is very noisy to easy to sleep Also I was charged twice at clinics on Tuesday and until today I have not gotten a refund even after bank confirming  that it was deducted twice,negative,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The doctor was super keen and friendly. Shared alot of information. The staff were helpful and we'd strongly recommend the clinic,positive,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Perfectly managed supper hospital.,positive,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Great service and quite affordable. Thank you Mpshah,positive,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The experience was good. However, the radiology department fails to compliment this efficient service. The waiting time was excruciating long at the radiology.",positive,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Your services are great. You are fast too!,positive,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Good service.Improve on communication skills. Communicate to patient incase of change in schedule and call patients before appointment date / time as a kind reminder.,positive,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The pediatrician is AMAZING! The ambiance is great. Great service. The staff are great.,positive,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Very bad time management. They don�t appreciate clients time . You can wait there for more than 3-4 hours just waiting even if you�ve booked everything �,negative,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A pleasant and professional experience overall - recommended,positive,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The service at the Wellness Centre was great.,positive,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Smells normal. There's no that 'distinct hospital smell'. This is good.,positive,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Very hospitable nurses and caring staff. Doctors listen keenly and are professional.,negative,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The staff members were EXEMPLARY. a few names I can remember is Mercy Chepkemoi and Mary Wangui Njuguna at the KPJ centre. Good job,positive,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Overall, it was a really good experience. I am thankful for all the help but the eagerness to answer all the questions I had about procedures and my condition.",positive,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The staff at the physiotherapy and wellness centre are very friendly,positive,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Went to Village Market Branch. Great service and Dr Laureen is absolutely heaven sent. I would recommend this branch,positive,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Friendly, courteous staff, right from the gate.",positive,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I enjoy every visit at mp shah,positive,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Was very impressed by the short waiting time was in so much pain but i nearly forgot the pain bcoz of the amazing experience.God bless you daktari hassan and all the staff of mpshah,positive,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I got excellent service and care during my stay.,positive,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"It's nice place
Nice services",positive,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The nursing care was amazing! They went above and beyond to ensure I was comfortable at all times.,positive,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dr Karen is good and takes time to explain everything.Nurse Joyce is friendly and above all believers in God.Eve is very friendly and ever smiling.The services are good.,positive,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The welcome is warm from the staffs especially the nurses,services are good and very professional",positive,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The hospital has a very laid back staff. You go to the payment counter.. the seats are empty.. the patients are flocking around, waiting for someone to show up. The staff then deliberately confuses and miscommunicates for some reason.. �",negative,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Such good care!!!!!,positive,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Friendly staff, quick service",positive,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Excellent service at the endoscopy unit.,positive,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gave birth here on September 9th 2020 and it was mostly a pleasant experience. The hospital is clean and the staff were kind. I only give it 4 stars because during labour at one point we couldn't reach one of the nurses on duty, my husband �",positive,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Very professional services right from the reception,positive,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Both doctors whom I have consulted with are exceptionally skilled and amiable.,positive,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Good service
Friendly service
Good staff",positive,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The doctor was very much knowledgeable on the symptoms and explained everything into details until we understood. They were also very friendly.,positive,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Great experience at Dr Wachira's,positive,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dr.H.S.Jandu I salute you,the service advice ,follow up is superb ,keep it up ,and entire fraternity of MP Shah, I was well attended to .",positive,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Today the service was excellent but the previous clinic was pathetic,negative,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"I enjoyed my stay here must recommend the nurses from Theatre, HDU to Lalji Ward they all took great care of me. �",positive,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,What would�ve taken me 10 minutes to do took over 3 hours because they got my details (name) wrong and they do registration using your National ID. Do you wonder why a sensible person would mistake your name. They kept calling out the wrong �,negative,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,My experience is perfect in all areas in this place though it so busy at times & the waiting becomes long.,negative,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Great service from Dr Wachira at the children's hospital. I'd definitely recommend.,positive,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Always a pleasant experience at MP Shah hospital despite the circumstances taking me there.,positive,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1. Female soldier very rude
2. Why want a private  ward but be taken to public and wait for hours. When someone wanted privacy. �",negative,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"My best hospital for the longest time,the staff are always very caring, polite and friendly.",positive,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Great service keep it up!,positive,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Go to this hospital at your own risk! Please believe all the 1 star comments here. They only care about money. They are very quick to bill you but very slow to serve you.They deliberately confuse you and make processes so complicated. They �,negative,5
